# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	668750	669496	-	CBW16695.1			thiol:disulfide interchange protein DsbG precursor	dsbG		SL1344_0595	747	248.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	669937	670500	+	CBW16696.1			alkyl hydroperoxide reductase c22 protein	ahpC		SL1344_0596	564	187.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	670742	672307	+	CBW16697.1			alkyl hydroperoxide reductase F52A protein (subunit F)	ahpF		SL1344_0597	1566	521.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	672639	673199	+	CBW16698.1			conserved hypothetical protein			SL1344_0598	561	186.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	673192	675471	+	CBW16699.1			molybdopterin-containing oxidoreductase catalytic subunit			SL1344_0599	2280	759.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	675468	676025	+	CBW16700.1			molybdopterin-containing oxidoreductase iron-sulfur subunit			SL1344_0600	558	185.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	676025	676792	+	CBW16701.1			molybdopterin-containing oxidoreductase membrane anchor subunit			SL1344_0601	768	255.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	676860	677288	-	CBW16702.1			conserved hypothetical protein	ybdQ		SL1344_0602	429	142.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	677511	678749	+	CBW16703.1			hypothetical zinc-dependant alcohol dehydrogenase	ybdR		SL1344_0603	1239	412.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	678832	679242	-	CBW16704.1			regulator of nucleoside diphosphate kinase	rnk		SL1344_0604	411	136.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	679477	680283	-	CBW16705.1			ribonuclease I precursor	rna		SL1344_0605	807	268.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	680393	681856	-	CBW16706.1			citrate carrier	citT		SL1344_0606	1464	487.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	681894	682790	-	CBW16707.1			triphosphoribosyl-dephospho-CoA synthase	citG		SL1344_0607	897	298.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	682762	683313	-	CBW16708.1			apo-citrate lyase phosphoribosyl-dephospho-coa transferase (ec 2.7.7.61) (holo-acp synthase) (holo-citrate lyase synthase) (apo-acp nucleodityltransferase)	citX		SL1344_0608	552	183.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	683317	684846	-	CBW16709.1			citrate lyase alpha chain	citF		SL1344_0609	1530	509.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	684856	685764	-	CBW16710.1			citrate lyase beta chain	citE		SL1344_0610	909	302.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	685761	686057	-	CBW16711.1			citrate lyase acyl carrier protein	citD		SL1344_0611	297	98.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	686054	687130	-	CBW16712.1			[citrate (pro-3S)-lyase] ligase	citC		SL1344_0612	1077	358.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	687515	689176	+	CBW16713.1			sensor kinase DpiB	citA		SL1344_0613	1662	553.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	689145	689825	+	CBW16714.1			transcriptional regulatory protein	citB		SL1344_0614	681	226.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	689879	691132	-	CBW16715.1			C4-dicarboxylate anaerobic carrier	dcuC		SL1344_0615	1254	417.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	691643	692215	+	CBW16716.1			antimicrobial peptide resistance and lipid A acylation protein	pagP		SL1344_0616	573	190.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	692400	692612	+	CBW16717.1			cold shock-like protein cspE	cspE		SL1344_0617	213	70.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	692670	693053	-	CBW16718.1			hypothetical membrane protein	ccrB		SL1344_0618	384	127.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	693144	693932	+	CBW16719.1			possible hydrolase			SL1344_0619	789	262.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	694061	694264	+	CBW16720.1			sec-independent protein translocase protein TatE	tatE		SL1344_0620	204	67.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	694350	695315	-	CBW16721.1			lipoic acid synthetase	lipA		SL1344_0621	966	321.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	695521	696474	-	CBW16722.1			lysR-family transcriptional regulator	ybeF		SL1344_0622	954	317.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	696776	697417	-	CBW16723.1			lipoate-protein ligase B (lipoate biosynthesis protein B)	lipB		SL1344_0623	642	213.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	697517	697711	-	CBW16724.2			conserved hypothetical protein	ybeD		SL1344_0624	195	64.0	partial
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	697889	699100	-	CBW16725.1			D-alanine carboxypeptidase	dacA		SL1344_0625	1212	403.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	699240	700307	-	CBW16726.1			rare lipoprotein A precursor	rlpA		SL1344_0626	1068	355.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	700318	701430	-	CBW16727.1			rod shape-determining protein RodA	mrdB		SL1344_0627	1113	370.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	701433	703334	-	CBW16728.1			penicillin-binding protein 2	mrdA		SL1344_0628	1902	633.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	703365	703832	-	CBW16729.1			conserved hypothetical protein	ybeA		SL1344_0629	468	155.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	703836	704153	-	CBW16730.1			conserved hypothetical protein	ybeB		SL1344_0630	318	105.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	704482	705090	-	CBW16731.1			alpha-ribazole-5'-phosphate phosphatase	cobC		SL1344_0631	609	202.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	705187	706281	+	CBW16732.1			hypothetical aminotransferase CobD	cobD		SL1344_0632	1095	364.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	706256	706897	-	CBW16733.1			conserved hypothetical protein	nadD		SL1344_0633	642	213.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	706899	707930	-	CBW16734.1			DNA polymerase III, delta subunit	holA		SL1344_0634	1032	343.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	707930	708520	-	CBW16735.1			rare lipoprotein B precursor	rlpB		SL1344_0635	591	196.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	708535	711117	-	CBW16736.1			leucyl-tRNA synthetase	leuS		SL1344_0636	2583	860.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	711405	711695	+	CBW16737.1			hypothetical hydrolase N-terminus			SL1344_0637	291	96.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	711712	712884	+	CBW16738.1			hypothetical hydrolase C-terminus			SL1344_0638	1173	390.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	713003	713887	+	CBW16739.2			probable permease			SL1344_0639	885	294.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	713955	715883	+	CBW16740.1			hypothetical sigma-54 dependent transcriptional regulator			SL1344_0640	1929	642.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	715976	716449	+	CBW16741.1			conserved hypothetical protein	ybeL		SL1344_0641	474	157.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	716488	717483	-	CBW16742.1			conserved hypothetical protein	ybeQ		SL1344_0642	996	331.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	717608	718315	+	CBW16743.1			conserved hypothetical protein	ybeR		SL1344_0643	708	235.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	718312	719745	+	CBW16744.1			hypothetical membrane protein	ybeS		SL1344_0644	1434	477.0	
CDS	without_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	719757	720453	+				hypothetical conserved hypothetical protein (pseudogene)	ybeU		SL1344_0645	696		pseudo
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	720450	721922	+	CBW16746.1				ybeV		SL1344_0647	1473	490.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	721944	723623	-	CBW16747.1			chaperone heat shock protein	hscC		SL1344_0648	1680	559.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	723699	724937	-	CBW16748.1			hypothetical conserved hypothetical protein			SL1344_0649	1239	412.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	724969	725904	-	CBW16749.1			probable nucleoside hydrolase	rihA		SL1344_0650	936	311.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	726021	726746	-	CBW16750.1			glutamate/aspartate transport ATP-binding protein GltL	gltL		SL1344_0651	726	241.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	726746	727420	-	CBW16751.1			glutamate/aspartate transport system permease protein GltK	gltK		SL1344_0652	675	224.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	727420	728160	-	CBW16752.1			glutamate/aspartate transport system permease protein GltJ	gltJ		SL1344_0653	741	246.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	728320	729246	-	CBW16753.1			ABC transporter periplasmic binding protein (glutamate/aspartate?)	gltI		SL1344_0654	927	308.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	729583	731121	-	CBW16754.1			apolipoprotein N-acyltransferase	lnt		SL1344_0655	1539	512.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	731141	732019	-	CBW16755.1			haemolysin-related protein	ybeX		SL1344_0656	879	292.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	732177	732650	-	CBW16756.1			conserved hypothetical protein	ybeY		SL1344_0657	474	157.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	732647	733732	-	CBW16757.1			PhoH-like ATP-binding protein	phoL		SL1344_0658	1086	361.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	733898	735322	-	CBW16758.1			MiaB protein (hypothetical tRNA-thiotransferase (or tRNA-methylthiotransferase))	miaB		SL1344_0659	1425	474.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	735466	736641	+	CBW16759.1			hypothetical monooxygenase	ubiF		SL1344_0660	1176	391.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	736708	737283	-	CBW16760.1			hypothetical exported protein			SL1344_0661	576	191.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	738350	740014	-	CBW16761.1			asparagine synthetase B	asnB		SL1344_0662	1665	554.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	740304	741056	-	CBW16762.1			NagD protein	nagD		SL1344_0663	753	250.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	741103	742323	-	CBW16763.1			N-acetylglucosamine repressor	nagC		SL1344_0664	1221	406.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	742328	743482	-	CBW16764.1			N-acetylglucosamine-6-phosphate deacetylase	nagA		SL1344_0665	1155	384.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	743542	744342	-	CBW16765.1			glucosamine-6-phosphate deaminase	nagB		SL1344_0666	801	266.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	744669	746621	+	CBW16766.1			pts system, N-acetylglucosamine-specific IIABC component	nagE		SL1344_0667	1953	650.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	746832	748499	+	CBW16767.1			glutaminyl-tRNA synthetase	glnS		SL1344_0668	1668	555.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	748945	750351	+	CBW16768.1			hypothetical outer membrane protein	ybfM		SL1344_0669	1407	468.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	750401	750733	+	CBW16769.1			hypothetical lipoprotein	ybfN		SL1344_0670	333	110.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	750782	752086	-	CBW16770.1			citrate-proton symporter			SL1344_0671	1305	434.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	752137	753276	-	CBW16771.1			citrate utilization protein B			SL1344_0672	1140	379.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	753263	754666	-	CBW16772.1			conserved hypothetical protein			SL1344_0673	1404	467.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	754764	755690	-	CBW16773.1			lysR-family transcriptional regulator			SL1344_0674	927	308.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	755805	756257	-	CBW16774.1			ferric uptake regulation protein	fur		SL1344_0675	453	150.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	756539	757069	-	CBW16775.1			flavodoxin 1	fldA		SL1344_0676	531	176.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	757232	757513	-	CBW16776.1			conserved hypothetical protein	ybfE		SL1344_0677	282	93.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	757647	758417	-	CBW16777.1			hypothetical esterase/lipase YbfF	ybfF		SL1344_0678	771	256.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	758602	759144	+	CBW16778.1			seqA protein	seqA		SL1344_0679	543	180.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	759169	760809	+	CBW16779.1			phosphoglucomutase	pgm		SL1344_0680	1641	546.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	760924	761409	-	CBW16780.1			possible 5-nitroimidazole antibiotic resistance			SL1344_0681	486	161.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	761474	762793	-	CBW16781.1			putrescine-ornithine antiporter	potE		SL1344_0682	1320	439.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	762790	764988	-	CBW16782.1			ornithine decarboxylase, inducible (ec 4.1.1.17)	speF		SL1344_0683	2199	732.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	765750	766427	-	CBW16783.1			KDP operon transcriptional regulatory protein	kdpE		SL1344_0684	678	225.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	766424	769108	-	CBW16784.1			sensor protein KdpD	kdpD		SL1344_0685	2685	894.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	769105	769689	-	CBW16785.1			potassium-transporting ATPase C chain	kdpC		SL1344_0686	585	194.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	769698	771746	-	CBW16786.1			potassium-transporting ATPase B chain	kdpB		SL1344_0687	2049	682.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	771767	773446	-	CBW16787.1			potassium-transporting ATPase A chain	kdpA		SL1344_0688	1680	559.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	773446	773535	-	CCG27785.1			conserved sORF	kdpF		SL1344_0688A	90	29.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	773872	774078	+	CBW16788.1			hypothetical exported protein	ybfA		SL1344_0689	207	68.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	774189	775610	+	CBW16789.1			deoxyribodipyrimidine photolyase	phrB		SL1344_0690	1422	473.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	775649	777130	-	CBW16790.1			PTR2-family transport protein	ybgH		SL1344_0691	1482	493.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	777459	778202	+	CBW16791.1			conserved hypothetical protein	ybgI		SL1344_0692	744	247.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	778218	778874	+	CBW16792.1			conserved hypothetical protein	ybgJ		SL1344_0693	657	218.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	778868	779800	+	CBW16793.1			conserved hypothetical protein	ybgK		SL1344_0694	933	310.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	779790	780524	+	CBW16794.1			conserved hypothetical protein	ybgL		SL1344_0695	735	244.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	780848	780979	+	CBW16795.1			hypothetical protein			SL1344_0696	132	43.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	781039	781605	+	CBW16796.1			hypothetical type 1 fimbriae regulatory protein	fimB		SL1344_0697	567	188.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	782065	782400	+	CBW16797.1			hypothetical protein			SL1344_0698	336	111.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	782402	783142	+	CBW16798.1			hypothetical transport protein			SL1344_0699	741	246.0	
CDS	without_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	783428	784579	+				hypothetical udp-galactopyranose mutase (pseudogene)			SL1344_0700	1149		pseudo
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	784576	785472	+	CBW16800.1			hypothetical glycosyl transferase			SL1344_0702	897	298.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	785485	786618	+	CBW16801.1			galactosyltransferase			SL1344_0703	1134	377.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	786747	787517	+	CBW16802.1			O-antigen export system, permease protein			SL1344_0704	771	256.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	787521	788231	+	CBW16803.1			ABC transporter domain protein			SL1344_0705	711	236.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	788325	790103	+	CBW16804.1			hypothetical glycosyltransferase, cell wall biogenesis			SL1344_0706	1779	592.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	790296	791129	+	CBW16805.1			hypothetical glycosyltransferase, cell wall biogenesis			SL1344_0707	834	277.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	791187	793082	+	CBW16806.1			hypothetical glycosyl transferase			SL1344_0708	1896	631.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	793150	793287	+	CBW16807.1			conserved hypothetical cytoplasmic protein			SL1344_0709	138	45.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	793336	794127	+	CBW16808.1			endonuclease VIII, DNA N-glycosylase with an AP lyase activity	nei		SL1344_0710	792	263.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	794182	795144	-	CBW16809.1			hypothetical membrane protein	abrB		SL1344_0711	963	320.0	
